Frame,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
1661,8.582689,1.01144,0.1733552,-2.091977,4.940867,0.826905,-0.5524883,1.83977,4.830349,21.19757,0.6323465,-1.136845,-1.16978,-1.030167,-0.4286401,-0.5402177,7.146261,1.72025,-0.09813924,-0.4291781,1.837517,1.422279,8.44258,1.797265,2.361023
1662,9.011264,3.193892,-0.3140259,-1.539369,3.604188,0.7578312,-0.5729864,1.650725,4.847192,19.69969,-0.3780215,-1.650797,-0.5739118,1.163801,-0.4953611,-0.3669947,5.739209,2.13296,0.4323223,-0.5009142,0.8982474,-0.001380124,7.547133,1.612312,1.970163
1663,8.607359,0.1755583,-0.5590615,-1.77439,4.88961,1.270235,-0.03130331,0.5006539,4.52004,19.3688,-2.128758,0.6106261,0.8104735,-1.041554,-0.2133843,-0.1856158,5.883101,3.00964,1.779884,0.3513976,1.023219,2.426416,5.996688,-0.02034183,3.930909
1664,9.300291,1.994559,-0.5427701,-1.834907,6.310793,2.13683,-1.114609,1.311361,5.726247,19.73056,0.4285459,-0.04754439,0.01652778,-0.2468352,1.969559,0.7566117,6.208975,3.503016,0.4409502,-0.6528987,-0.6704887,1.99236,7.985967,-0.09089185,3.699488
1665,9.676739,0.167802,0.7291176,-3.574408,6.295903,1.26455,-2.888724,1.985309,4.485843,19.9751,-0.6705771,-0.3023921,-1.217968,-0.1680621,0.4956383,-2.326312,8.015027,3.190686,3.492025,0.2924272,0.6827381,1.570649,8.14473,-0.7871932,2.060196
1666,10.19676,-0.556047,0.654941,-1.970895,4.425169,1.25427,-0.08617388,0.9232386,3.928653,19.13442,0.07048036,0.28556,0.2853364,-1.318807,0.07346843,-1.772893,8.00789,3.880744,1.629889,2.372553,1.650627,2.53243,6.985336,1.847371,3.8339
1667,8.944762,1.246114,1.198535,0.3300793,5.621386,3.20553,-0.1141995,1.624455,4.656511,18.8595,0.2794249,0.6430506,-0.9108888,-0.1553646,0.5768127,0.4874993,7.983087,4.279521,2.775868,-0.6305857,1.337405,3.884221,6.481773,1.573612,4.183637
1668,9.561828,1.516778,-0.5706037,-1.180944,5.406624,0.8086681,-1.793927,1.317232,4.500795,19.81729,-0.2496595,0.4142011,0.5717031,1.457421,-0.6719851,-1.231774,8.318009,3.398019,0.7434915,0.328043,0.5185952,4.80213,6.888851,1.207172,3.69252
1669,8.105121,0.5354212,0.7794724,-1.224708,5.330936,0.7973551,-1.06881,1.446674,5.710019,20.16715,-1.025395,0.5943128,0.1043361,-0.2185282,0.1909084,1.008141,10.60048,2.593114,0.5734193,-1.437759,0.2412933,2.173579,4.728473,-1.143424,0.1829392
1670,9.402362,2.621196,0.3848628,-1.614051,6.936195,-0.9790587,-1.326086,-0.6569413,4.033602,19.24311,-0.1416209,1.270185,0.03363569,-1.212823,-0.8748607,-1.179615,13.54843,2.67102,0.8320196,-1.781001,-0.03100435,0.455529,2.972377,-1.674414,2.065964
1671,7.85121,2.885565,-0.1211016,-2.491735,10.07421,1.364913,-1.664663,1.697855,3.672753,20.59791,0.2803847,1.130891,-1.597668,0.5997547,-0.2211185,-1.612217,10.38984,1.457338,-0.06181834,-0.2999094,1.574337,2.759694,3.788779,-0.07408608,1.280222
1672,9.506776,1.925177,0.7314345,-2.668514,6.4202,0.2485466,-1.131289,1.840509,4.720279,20.9507,0.6133179,-0.4377677,0.3805153,-0.8223879,-0.05247975,-0.9007437,9.738052,1.778374,0.6446601,-0.9368567,0.2927398,0.06272073,3.234831,1.403698,2.083665
1673,10.59694,3.025696,-0.6632738,-0.2676173,7.502883,2.607617,-1.469766,2.25493,5.403834,20.42751,0.1694808,-0.1687408,1.091012,0.4786175,-0.2341162,-0.767597,8.988109,2.984181,0.804342,-0.4147757,0.3307659,1.734663,4.193077,-0.9127486,3.447931
1674,8.508029,1.936829,-0.7780567,-1.426296,6.290379,2.359597,-1.401178,2.781343,5.648383,20.66701,-0.34864,-0.8543679,1.246923,-0.1823293,-0.847239,-0.6608821,6.935436,1.705482,1.474901,0.1355863,0.0390995,1.92333,5.75679,0.9375191,2.364881
1675,9.689563,3.569965,-1.855471,-2.163749,7.212362,0.7334907,-0.8827959,2.35943,6.462855,20.58994,-0.5501077,-0.5946484,0.322323,-1.534949,1.032706,-1.192493,4.898549,2.631632,0.7822002,-0.01880365,0.4167738,2.84272,3.530739,2.442675,1.954444
1676,10.73011,3.520692,-0.7915783,-3.068588,6.04845,0.7589114,-0.6676247,2.340982,5.063052,21.16552,-0.4427161,-1.57115,-1.18089,1.036471,0.95998,-2.090389,4.778543,2.056864,0.9631357,-0.8282238,-0.7040538,1.057144,4.538468,1.438724,2.825308
1677,7.860331,2.71956,0.4214605,-1.906617,5.917666,0.5115024,-1.314771,0.7763693,3.962377,19.79238,1.526735,0.3920181,-1.823024,-1.362494,0.7564377,1.238268,4.929427,1.964698,1.156913,-1.035631,-0.3764389,1.662179,1.965516,0.9180844,2.797811
1678,8.841099,2.753004,0.220845,-1.23247,4.343946,1.825891,0.3255606,1.891311,6.066875,19.80976,-0.6405308,0.7933697,-2.266423,0.7422028,0.2012753,1.467222,4.645827,3.288155,1.543417,-0.9143151,0.2942132,0.9474647,2.676759,3.388109,1.62964
1679,10.27739,3.070125,-1.219619,-2.871591,7.706464,0.5050459,-0.5515688,1.597468,5.859136,21.13001,-2.023305,0.6462259,-2.050921,0.6116045,-0.436123,0.03682401,4.827148,1.182185,0.837445,0.1032668,2.328552,0.1238732,3.123725,1.14044,1.068661
1680,8.908813,0.2752985,-0.8693854,-2.886382,7.047893,-0.4646345,-1.890182,2.579622,5.80348,20.64359,-1.558283,-1.648027,-1.387898,-0.990207,0.2440791,-0.2589376,2.018467,1.384348,1.328346,-1.00101,0.5996939,-0.1586323,1.808629,2.309225,2.908808
1681,9.280223,0.5009698,-0.5612555,-2.494866,6.617194,0.2987071,-2.430311,2.878868,4.295056,19.67302,-2.506174,-0.8941225,-1.514282,-0.1333912,0.2448357,-1.980178,5.449833,1.5426,1.304614,-0.1404004,1.21562,-0.6261688,0.1346344,0.3803885,1.641866
1682,8.841685,-1.739868,-1.473009,-1.680607,6.765682,0.08360396,-1.706813,2.492562,5.228147,20.65738,-2.456013,-1.679648,-2.411538,-1.274012,1.432031,-0.07573766,2.618572,1.45322,0.6733503,0.7249587,1.797277,0.8792049,1.150844,0.1010851,2.186028
1683,8.911038,0.1078142,-0.651414,-3.841911,6.308214,-1.339307,-1.850983,5.406797,5.537546,19.96634,-1.761019,-1.330839,-2.161821,-1.006102,-0.170045,-1.479814,2.742014,0.6231636,2.098426,-3.841009,0.1946769,-0.3330573,3.335616,1.266071,0.181814
1684,8.551035,0.1961587,-0.611992,-2.667614,5.678229,-0.6718019,-1.601494,4.782349,4.759832,20.88629,-1.848804,1.159759,-2.643388,-0.07929336,2.43013,0.832914,4.134838,0.212188,2.208443,-1.447088,0.4480388,0.1063258,4.475125,1.639481,2.267989
1685,11.43447,3.830075,-2.06933,-1.379705,9.660712,1.145594,-0.9442671,4.11385,5.265666,20.01718,0.6138569,3.166629,-1.241058,0.6335402,1.513646,-1.500886,5.075416,1.141907,1.163808,-1.893762,-0.8847893,-0.3976556,7.73374,2.15054,0.4323123
1686,8.869133,0.664866,0.7380837,-3.229171,6.325545,2.216231,-3.149977,3.333438,2.456143,19.24781,-1.00873,1.674147,-0.171817,-0.5864944,-0.5934318,0.002853767,6.967973,-0.3367676,0.8682171,-2.910836,0.4354338,0.07371704,6.224885,0.222823,1.134334
1687,9.911181,-0.6838396,0.7192784,-1.639042,6.457641,-0.7581916,-2.084603,4.042655,4.709183,20.15825,-0.7133954,0.2038487,1.381281,-1.345562,1.880191,-0.658541,4.44532,-0.8458166,0.9396092,-2.30447,0.6037009,-0.759994,6.816606,1.02249,1.870079
1688,9.504528,1.235962,-0.1225998,-2.06504,7.599355,2.00763,-0.182659,4.775688,4.095751,19.69105,-0.527372,5.351449,-1.049131,0.3816705,-0.2507633,-0.5606182,4.329745,0.2688344,-0.4922494,-1.09229,0.6379997,-2.384171,7.11965,2.634061,2.15343
1689,7.679919,-0.3283583,0.5326243,-3.188432,7.353456,0.9153095,-0.3819686,2.960917,4.853587,19.28467,-2.831171,2.786844,-1.505131,-2.098785,0.7226579,-0.5617297,6.230633,-0.1742794,0.4854263,-1.108951,-0.0509089,-2.470933,6.304756,3.694619,-0.4388742
1690,9.180674,0.304459,0.1505842,-4.840617,5.836202,1.279683,-1.411753,3.003127,5.011271,19.3311,-0.06586029,1.780567,-1.281108,0.1248683,0.7570487,-1.877844,6.723796,0.1339035,1.568307,0.4479433,0.8415464,0.2426898,5.91078,2.651378,0.5104238
1691,8.807686,1.716019,0.7726034,-3.152682,5.894355,1.053799,-1.849881,5.164399,4.069717,18.54787,-1.739933,0.857621,-2.314455,-1.44947,-1.42699,-0.372558,3.234176,-0.3624545,1.902668,-0.03026434,1.184546,0.6758105,3.28171,1.858397,-0.2390689
1692,8.513783,0.5696267,-0.09781482,-0.539844,5.291302,0.2206838,-1.565146,2.459555,3.434038,20.06764,0.2506726,0.8856807,-0.3461187,-0.2856128,1.523856,-1.862504,3.464282,2.000205,1.885445,-1.180857,1.374715,-0.7359807,3.334719,2.72313,3.139333
1693,8.544971,-0.03683662,-0.1598127,0.04947877,5.332898,2.812015,-1.35018,2.159499,4.676222,20.48786,0.3973895,0.7445668,-1.437959,-1.382376,2.326437,-0.7996392,1.890251,3.976634,2.620275,0.02579604,0.6290303,-0.2565456,3.419953,4.173134,3.964198
1694,10.68236,1.772633,0.4745095,-2.490179,5.380563,5.038848,-1.165468,3.385621,2.594415,22.02463,1.3972,1.301176,-0.468574,1.173339,0.5973859,-0.4394668,4.724598,0.8381862,1.121794,-2.100066,1.80947,-0.9660964,2.548627,3.730959,1.921454
1695,11.12801,3.299463,0.6137453,-1.881886,3.926735,2.095293,-1.396825,3.676639,4.916007,20.54554,1.601748,2.099123,0.2597357,1.252208,2.237634,-0.8249234,3.320352,2.117458,1.641554,-1.262818,0.5506287,1.034366,3.228501,2.052428,2.14924
1696,9.098648,1.882659,0.4908172,-1.444734,4.953034,2.241107,-0.926417,3.428951,4.968785,19.82198,1.62899,-0.4989618,-1.819083,-0.4274309,0.2799491,-0.8991835,2.195303,4.073603,2.390296,-0.786735,0.9024576,1.196879,3.92131,2.192399,1.981445
1697,8.409782,0.2576331,-0.09563316,-1.088175,3.792099,4.292629,-0.4555543,1.861577,4.306092,19.1656,2.41428,0.03696811,0.1759841,-0.9158811,3.031037,-0.2969651,4.224272,6.696227,4.204994,-0.2732817,-0.1379944,1.44491,2.474904,1.198499,2.876014
1698,8.476094,0.569692,0.9529147,-0.80384,2.820452,2.928979,0.1603776,1.089289,4.883711,20.05502,2.067491,-0.1723586,0.01161226,0.264433,1.37528,-0.5758729,2.969678,4.758619,1.972584,-1.379204,0.7356605,0.88862,2.965497,-0.3522252,3.515972
1699,8.10928,1.858614,-0.07619098,0.5668467,4.065953,1.453343,-2.203843,1.870707,5.122392,20.85832,1.393915,0.1975489,-1.234192,0.374819,1.920202,-0.9163127,5.009094,3.818776,2.514658,-0.1304678,0.850434,1.50774,1.989425,0.04762151,2.296576
1700,10.11033,-0.6906487,2.074215,-0.1137966,5.951362,1.371781,-1.836786,1.779501,5.920848,19.78802,-0.5987069,-1.544538,1.35464,-2.889162,2.452423,-1.743767,6.01958,2.655113,1.744124,-0.4690464,0.06365565,-0.08749905,-0.07060819,0.6759645,3.051501
1701,9.111357,1.404194,1.329323,-1.980753,7.525889,1.416184,-1.332755,4.349283,3.881827,20.43134,-0.472935,1.667207,1.766919,-0.2346354,1.656747,-0.3882404,5.804584,2.800396,1.396915,-0.3804325,-0.3110532,0.2661905,1.202922,1.090062,0.9726339
1702,8.563791,1.699231,0.08726132,-2.525773,7.119268,2.090779,-2.170756,5.330629,3.206959,20.1713,-0.569401,2.450862,0.6188226,-0.2769722,1.798216,1.028614,6.195124,1.633953,0.5123743,-0.2873982,-0.07512534,0.5110178,1.844762,0.5428751,1.205205
1703,9.190559,2.171478,-0.1855776,-2.56835,5.038699,2.741041,-3.389657,1.993533,3.93999,20.59432,0.6286005,-0.3257068,-0.1458502,-1.608241,1.117924,-0.4440964,3.474265,2.353761,0.4823479,0.5252834,-0.2178397,0.8754393,3.374153,2.227149,1.62329
1704,10.56125,5.651414,1.662391,-0.4455797,4.811401,2.602878,-3.795136,3.111214,4.060121,19.65371,-1.1676,0.8120317,0.8009341,-0.1665584,0.4958025,-0.2952549,4.285498,2.336698,0.632653,0.703642,0.116555,0.410629,3.251421,2.078231,0.2049835
1705,8.548998,12.16936,0.8065991,-2.311404,7.822675,3.39122,-0.01488022,2.866493,3.538836,20.16168,-1.026769,-0.8752853,-3.624153,1.291177,-0.855945,-1.252367,5.104952,3.448748,1.396594,1.508792,-1.000303,-0.2330769,1.757241,0.2807829,2.964736
1706,8.174821,15.46046,0.700572,-3.715834,10.46476,1.068386,-2.984193,4.083977,3.819832,19.6264,-1.963598,-2.457463,-1.336191,-2.210596,0.6908764,-1.857125,3.782311,1.7895,1.50235,0.9598973,0.7806973,0.2089634,0.4671084,2.500676,1.646403
1707,8.364313,15.82012,1.084127,-2.494904,12.65327,0.5517783,-0.920962,2.977077,3.697216,20.26661,-1.296353,-1.624992,-3.312264,-2.759487,1.882924,-0.3124944,3.312195,2.272614,2.457888,0.9396206,2.02196,1.038624,1.072016,2.637141,2.754734
1708,7.762461,17.78517,0.7993059,-3.838287,12.99598,-1.566899,-0.2024164,5.150752,5.858727,21.57039,-2.42322,-1.389492,-3.894612,-2.316689,1.869539,-3.004706,5.122674,0.07854783,1.339842,1.984198,0.346761,-0.1655615,1.272279,0.9162798,2.502542
1709,8.89942,16.83201,-1.636367,-2.367026,11.68176,1.454841,-1.109727,2.948292,4.462405,18.85395,-1.73844,-1.038791,-3.668889,-0.5122881,1.41541,-2.050307,5.115464,2.232269,2.154224,-0.2468757,1.32503,0.4756258,-0.2169297,2.321462,1.692757
1710,7.92478,16.33303,-0.2181351,-0.8313501,10.34972,1.640108,-0.9437649,3.445406,3.774166,20.14524,1.235193,0.6439457,-2.824875,0.6649966,2.307141,-1.337661,3.405591,3.577569,1.399587,1.209467,0.4735104,-1.06801,0.03432475,3.732969,3.370191
1711,10.05908,15.94771,1.257053,0.8701006,7.839465,3.523022,-2.077809,1.300718,4.641176,19.85104,-0.3917401,0.202512,-3.036217,2.564038,1.400748,-0.2999898,2.747561,4.515752,1.654201,-1.803565,0.9249951,-0.2356285,-1.558261,2.855468,1.485379
1712,7.712328,11.33708,-0.5871974,-3.011106,8.025429,1.356218,-1.980236,1.398105,5.314367,21.36827,-1.220494,-0.9132165,0.5830849,-0.4784514,0.929211,-0.8639746,2.542181,3.521849,1.712804,0.9580495,-0.180479,-0.2444001,-0.5118585,2.561679,1.338854
1713,8.52318,11.24267,-0.08158916,-2.655664,7.592059,-0.4207289,-1.413382,1.133292,4.815571,21.65047,-2.386769,-0.1586279,-2.150871,-1.15904,-0.9948832,-1.143203,3.132176,1.531716,-0.06282225,-2.542526,0.2542365,0.4668185,1.396894,2.196077,0.5739962
1714,8.630835,8.014227,-0.6247608,-0.6595834,8.249764,0.3174192,-2.581706,4.188514,5.020951,21.36314,-1.190231,-3.108311,-2.938164,-3.966688,-0.3061939,-1.679687,4.520884,1.963241,1.344959,-1.860651,2.055397,0.3906111,1.309009,1.27745,0.9898189
1715,7.991682,9.577548,0.3571693,-1.64818,8.507221,-0.00985011,-0.8704815,3.692446,3.885484,20.56768,0.7510605,0.06015132,-5.316493,-1.425672,0.5830641,-0.8682281,3.077152,0.9636809,0.3311047,-0.4107361,0.3621215,-0.3605317,1.38557,3.084588,2.355935
1716,10.80196,10.76736,0.1324924,-2.478271,6.529539,1.463254,-2.622932,3.7539,7.304432,21.68639,-2.783381,0.6646585,-4.090054,0.09275945,-0.01313671,0.8895114,3.169982,1.387877,1.311732,-0.6132097,1.082966,1.108804,3.131598,2.873079,0.4487858
1717,9.170074,7.051023,-0.7640609,-3.031371,6.352657,-0.7207709,-2.469822,2.916637,4.90723,19.97768,-2.166994,-2.585367,-2.190419,-2.595373,1.413193,-0.4807329,2.542883,0.9404511,1.030293,-1.349772,1.245593,0.0833126,5.134945,2.992965,1.010373
1718,7.734611,5.95663,0.3278303,-3.068414,5.736682,-0.4033473,-2.244327,4.32357,4.46995,19.91635,0.3399893,-2.486979,-1.459211,-2.559999,-0.7066703,-1.655387,2.33016,0.1004996,2.471224,-1.281097,1.285705,-1.204554,6.741307,4.685052,2.153378
1719,8.282869,6.964425,0.6512625,0.9348856,4.345691,1.92259,-0.8843565,3.749389,5.443294,19.26998,-1.72927,-2.838331,-2.169051,-0.673753,0.1682531,-1.402083,0.9224268,3.678438,2.149045,0.3143798,1.04256,-1.364134,5.876667,2.386408,2.160388
1720,9.63298,5.435801,-0.7296339,-2.805938,4.242634,0.6740447,-3.665408,4.145271,5.417306,20.08239,-0.2858447,-3.142574,-1.127128,-1.950633,1.021218,-0.8584146,1.610486,2.014591,2.442994,-0.6115838,1.913636,1.157612,8.565722,0.5663552,3.251555
1721,8.121469,8.102535,-1.231148,1.150702,3.165522,2.421032,0.07919355,2.469747,4.64947,19.01134,-0.8616555,-0.7742402,-3.769089,1.68504,1.237823,0.826939,2.782,5.241631,3.242255,-1.602334,1.395941,1.025306,6.857158,1.592026,4.128211
1722,6.808657,4.713255,0.5301804,1.27898,3.700536,3.513816,-0.3202237,2.683721,4.091127,19.91072,-0.5918022,-1.832587,-0.7857683,-1.315461,0.8686837,-0.1954768,2.359053,4.796592,2.012598,-1.169984,1.608243,0.3851371,6.272378,0.2753649,3.1725
1723,8.194414,3.526261,-0.6293885,-0.0694749,2.439028,1.196468,-1.98581,2.927999,4.010574,18.36412,-0.7877358,-0.1003718,-1.447439,-0.9077827,-0.946001,-0.8129556,1.546395,4.794168,1.919139,-1.800694,2.073175,1.538128,7.057299,2.794117,3.254675
1724,7.219726,4.861614,-0.700289,-0.05026048,5.379032,1.563996,-2.55523,3.445342,3.964738,19.61113,-1.152431,-1.891536,-2.326718,-0.2822497,-0.9562728,-0.1987945,0.6445984,5.334277,1.939848,-2.264993,0.0562866,0.4963879,4.746665,1.358789,3.801056
1725,9.668399,3.736329,0.1476815,-0.6177595,5.752037,2.68971,0.1397919,2.856311,5.695088,18.84616,-0.659951,-2.778043,-1.850493,-0.7597654,1.125171,-0.6550741,1.314361,3.359692,1.207582,-0.6362374,3.039977,-0.8331773,3.038842,0.5839712,1.988539
1726,8.575252,3.092515,-1.312911,-1.207453,6.935979,0.1925021,-0.7414037,3.075151,5.209775,21.48263,-4.373055,-1.21906,-1.716848,-0.3022692,-0.9666166,-1.126794,3.470616,1.365537,1.616116,-0.8804936,-0.3205096,-2.12732,3.980436,0.06024302,1.247478
1727,7.839602,1.219567,0.4515226,-1.849697,5.66097,-1.191039,-2.360622,1.57436,4.703774,21.44907,-2.477514,-1.705206,-2.894542,-2.214024,-0.7862097,0.7181255,3.188615,0.08354684,-0.08754308,-0.9314263,1.035952,-0.3906406,2.568123,-0.8892915,-0.3000372
1728,10.56619,2.38583,1.58733,-1.835818,3.066104,1.787839,-1.971457,1.830429,5.253839,21.12018,-1.486793,-0.982951,-1.735905,-0.2323992,1.114855,-0.8328877,3.184803,4.008982,0.8234162,-1.63495,1.07256,0.2546895,1.819062,0.1700246,0.9476835
1729,6.815954,0.7646163,-1.504858,-1.394509,2.980343,0.8220462,-1.918035,3.049731,6.065389,20.85116,-3.542402,-0.09197699,-1.735487,-1.743594,-0.4672237,0.3259201,4.318408,2.211032,-0.9793336,-0.1100288,1.473139,-1.396973,1.501082,-0.8419912,1.51558
1730,7.296713,2.645914,-0.8521822,-0.7684459,4.077125,0.636413,-1.571485,2.124937,4.904242,21.08931,-1.810404,-1.600158,-2.255209,0.05519052,0.7394043,-0.4710191,3.344083,4.222803,2.712294,-1.27942,0.05465712,0.07670263,4.61476,1.24177,4.611156
1731,6.2844,2.403141,0.2683926,-0.1441438,3.935053,1.101923,-2.166999,2.242938,3.157641,20.7493,-2.523576,-0.3512504,-3.502247,0.9988661,0.1543676,-1.983039,4.05476,2.956637,-0.0300738,-0.2868488,2.098756,1.251548,2.811912,13.51851,1.7901
1732,8.951262,3.773507,-0.4325138,-1.55955,3.664646,2.198644,-1.869763,2.066602,3.174794,19.51894,-1.292084,-0.2705341,-2.788005,0.6240543,1.018903,-0.2405969,4.605224,4.537061,2.275357,-0.1225189,1.197976,0.2819359,2.746036,29.6127,1.465797
1733,7.634264,3.856647,0.1416143,0.1825862,3.273753,2.145779,-0.3746867,2.768188,4.370195,19.68962,0.08174708,-1.119765,-2.514573,-0.239306,1.92357,-0.4327596,4.654823,5.526577,2.892882,-0.2899652,1.2488,0.2525121,3.817288,29.17943,3.060101
1734,8.276203,1.907391,-0.6147857,0.04345549,3.349582,3.075787,-0.08475532,0.9533182,3.670856,18.5864,-0.2519403,0.4168586,-3.236162,-0.3782709,2.236961,-0.08256787,6.943968,5.3029,1.445462,1.190145,-1.047983,-0.1712442,3.427479,22.89741,4.160971
1735,7.191384,2.645744,-0.3204039,0.1730964,1.729544,2.520532,-2.289195,0.577093,4.737939,20.1079,0.8877073,-1.043246,-2.101269,1.268377,-0.6400601,-0.338466,9.378375,6.939242,1.62431,-0.2543889,1.487138,0.5416718,1.768918,19.77126,3.810354
1736,5.916785,0.898149,0.257392,0.6003572,4.929768,2.110404,-0.2897157,1.741762,4.794925,20.74954,1.879853,-1.006872,-1.854889,-1.268659,1.775922,-0.4814891,10.85493,4.193173,1.444031,1.179957,2.249819,-0.2823041,1.933937,18.74128,4.674329
1737,6.696129,2.015474,1.518336,0.3546537,2.959895,2.005738,0.4638347,2.682748,4.216773,19.54376,0.3521835,-1.032616,-4.362141,-0.4775085,2.134614,-1.662934,11.19016,5.09628,1.338121,-1.083711,2.307264,-0.4213542,1.140393,15.41214,3.023964
1738,7.999049,1.093814,1.725909,0.2095084,4.133571,0.2241228,-1.867831,2.40193,5.272173,19.89078,1.024164,-0.4711311,-3.568401,-0.5912911,1.549275,-0.6975958,14.23049,3.608488,1.604618,-1.334015,1.558011,0.8204064,-1.287434,11.4205,2.93647
1739,7.282641,2.029583,0.2851357,1.357041,5.156204,2.08721,-1.977429,3.226759,5.097647,18.63046,2.372504,-0.06585496,-1.582678,0.3478279,-0.1704828,-0.06900668,13.63284,3.969312,1.925529,-0.1817572,-1.255752,0.6912948,-1.081959,11.42315,3.446177
1740,9.526504,2.095981,0.08256921,0.01371943,2.493263,1.900555,0.159643,2.267287,5.119352,20.89067,3.513899,-1.174017,-3.260973,0.9069838,1.4625,-0.2182314,16.94569,3.55077,0.5972659,-0.9446485,0.3934335,-2.412271,0.3239635,10.09807,2.608485
1741,6.75528,1.730169,-1.159954,-1.193397,3.004213,0.3026267,-2.244967,1.980065,4.28268,20.44234,3.927697,-1.167793,-2.03011,1.349006,0.03355995,0.1718828,17.23233,3.338548,2.12882,-0.07138158,0.04812617,-1.84544,-1.555444,5.73544,3.287321
1742,9.278811,0.692114,-0.2192121,-1.465898,6.343296,0.4378822,-0.8748384,-1.416136,3.809668,21.5198,4.431932,0.03437424,-2.30969,0.07312593,0.8677785,1.008515,19.48232,2.680362,-0.5569904,-0.6924974,3.540741,0.6332209,-1.172991,6.192989,1.359709
1743,8.2678,-0.02249096,0.707226,0.3852979,4.115817,1.680784,-1.453037,0.9686279,5.794711,21.60069,2.360116,-0.08819783,-2.25745,-1.060865,0.01052591,-1.722075,18.39981,2.905075,-0.3841682,0.921904,-0.5546031,-0.8673993,-0.920799,6.667988,3.064069
1744,7.48969,0.8766485,-0.7639688,-1.63715,4.614913,-0.003663308,-3.224852,0.7736941,3.375492,20.28263,1.921515,-0.8378312,-3.701634,1.51586,-0.9204856,-2.083657,19.0301,2.126548,0.9851387,-1.05463,0.2047959,-2.221124,-2.477692,5.307623,0.842689
1745,8.019986,0.8568209,-1.675561,-2.951565,5.518404,0.3253805,-2.610472,1.178717,5.455997,21.474,1.096838,-2.186765,-1.284484,-1.023527,-1.197864,0.1551312,19.66453,2.195477,-0.7568312,-1.640454,1.356871,-2.102613,-1.844027,6.52524,4.034684
1746,8.83146,0.349034,-0.7018641,-4.230696,5.051665,-0.05586398,-2.606761,1.291521,4.846568,19.92195,0.2984416,-0.7005458,-2.507762,-0.2917329,-0.5243425,-1.848778,17.44541,2.372887,-1.794512,-1.701038,-0.5114668,-2.819304,-0.2092997,4.282652,8.813834
1747,7.640474,3.192715,-2.477603,-2.920502,8.247187,1.582788,-3.583995,3.81512,4.980066,19.47559,0.330415,-0.3432129,-1.13993,0.7930831,-0.2382858,-0.2590415,22.07466,0.2036897,0.1324034,1.285785,1.481655,-2.22624,-2.19673,2.418082,9.151772
1748,9.916737,2.979363,-1.037892,-1.69869,6.301067,1.593331,-1.963176,3.815223,5.733377,21.18788,0.7180791,0.6732426,-3.27788,0.3548307,-0.946559,-2.539845,25.48,1.44724,0.23834,-2.54463,0.5419388,-0.6279812,-0.8667416,3.520549,7.951768
