Frame,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
8166,2.669987,7.540187,-1.218717,4.748629,1.986426,7.810888,1.063815,0.2500497,3.950937,17.34179,9.974755,-0.6231334,4.302664,1.801581,0.6742846,0.4599546,0.3822872,11.31372,5.914814,6.919483,4.665498,5.313824,-0.03787452,3.793119,4.94289
8167,2.386855,7.320299,-1.447824,5.698633,0.8055786,9.522684,-1.073392,1.087647,4.436077,16.3407,7.679583,-1.365879,4.601868,3.427366,-2.491751,0.07636018,0.500037,11.32913,7.948365,5.282561,4.261798,3.32318,2.467275,1.792028,8.440674
8168,1.797694,5.004024,-0.8634962,5.719352,-1.681369,9.739215,0.3105278,0.8072603,3.831837,13.88043,5.387527,-1.31691,3.344283,3.487468,0.08503211,-0.703587,0.8071053,14.01683,7.407656,4.418141,4.109073,4.396324,2.769181,0.8112884,9.435932
8169,1.42123,5.526549,-1.129166,5.462873,-0.5875389,8.914859,0.1196156,-1.032198,3.804235,14.60723,5.609243,-0.4228903,4.758646,4.800229,0.05964161,-0.2253681,-1.118308,13.49348,7.270533,4.449064,4.278732,4.010142,2.222615,2.282558,7.803271
8170,3.245123,5.658216,0.7264361,5.081336,0.08474061,7.685494,-0.4788449,0.1454236,2.132421,13.73694,5.554531,-0.3142588,2.464666,4.441075,1.540438,-0.1816067,-1.567833,13.08451,5.79099,4.719324,5.064355,4.852094,2.940978,1.388704,6.872806
8171,2.809072,4.98207,-0.589309,6.845603,-0.1903871,7.425261,0.1783884,1.9002,5.529736,15.88907,3.365782,-1.125141,2.931703,2.762143,-1.306396,-0.2133066,1.132052,11.65106,5.154737,4.817546,3.951141,1.935298,2.757333,2.15432,7.276788
8172,2.605825,3.561776,-1.703523,3.734181,0.1380507,6.729623,-1.684191,1.732279,6.055678,16.45025,2.246198,-2.357833,1.449828,1.972327,-0.6434814,0.5500734,-0.05383305,11.41615,3.732645,3.823475,5.202562,2.563998,2.635475,0.7306591,6.204041
8173,2.599182,3.826759,-0.968096,4.066042,0.3957816,7.390765,-0.5965354,0.8476852,5.332682,15.60493,2.364479,-0.2101084,0.1522347,2.844565,-0.7961633,1.246393,0.1278771,12.04615,4.26703,3.422964,4.601917,2.465878,-0.1742712,3.416521,6.039179
8174,2.934436,4.506077,1.050164,5.291048,-0.6844363,8.806061,0.4011771,-1.584715,3.092075,13.20783,0.9693193,-0.4673076,1.103805,5.040625,1.918089,1.210597,-0.7724826,13.9116,4.896435,4.084251,5.614122,4.56208,0.3957663,0.9074464,6.792943
8175,3.280364,3.359835,-1.057071,5.979877,1.935476,6.217956,-0.4020138,-0.7023454,4.18282,16.90229,2.142268,-1.086898,2.446177,2.847438,-0.9664606,0.2463965,0.9634882,8.313271,3.592746,3.421932,3.681259,1.121426,1.019576,-0.1118924,4.947716
8176,3.512121,5.160002,-0.8347118,3.138011,0.3534176,6.278328,-0.08773407,-0.08191931,4.772504,17.5634,1.360617,-1.017912,0.5353579,2.737212,-0.03556801,-0.40661,1.276097,10.18153,5.241996,1.698804,4.82909,2.564323,-0.8382715,1.366706,4.986508
8177,3.959557,4.335341,-0.2804376,6.262109,-0.6084594,7.660338,-2.436353,0.4140137,3.414638,16.93266,1.073529,-1.232264,1.968199,3.698187,-1.061712,1.524619,1.348696,10.95798,6.188433,2.397478,3.44585,3.006876,0.5672169,-1.408324,7.834855
8178,2.840879,7.440552,-0.4766061,5.787628,0.6367999,7.884823,-0.4489506,2.335725,6.980467,18.07413,1.018694,-1.107263,2.207306,5.372156,0.7144432,1.769361,-0.660273,11.36966,4.140493,3.098093,5.006497,3.95024,-0.1926609,0.336632,7.244339
8179,1.683652,7.359296,0.147009,6.300152,0.6921328,8.045498,-0.01527726,1.565919,3.858181,15.82953,0.7855867,-0.7500371,1.994938,5.837951,1.888548,1.194196,1.495555,11.44248,5.161153,4.089214,6.908966,3.085053,0.05194086,0.9299362,7.760799
8180,3.507865,5.104419,0.621267,5.901106,-0.06110455,8.03809,-0.7043031,2.403181,3.737672,15.30595,0.8552423,-2.06282,2.531888,4.318121,1.589847,-0.5309468,0.444721,12.24642,5.266251,2.253141,1.971625,3.613612,1.973659,-0.1634314,6.989051
8181,-1.505892,8.560603,0.08984489,4.922155,-1.123742,8.967887,-0.618706,0.08385178,4.267103,14.63954,-0.9519106,-1.237419,4.997002,5.512853,-0.4891773,1.111559,0.1390614,13.52077,6.32186,4.098046,3.878731,4.500598,-0.7207991,0.9048163,10.05497
8182,-0.4454779,15.40926,-0.2297152,6.865224,2.0488,8.388407,-0.1537302,1.533591,3.273374,14.25284,-2.532629,-2.088658,11.66535,5.498029,0.7690091,0.712004,0.2195409,13.12758,4.677167,6.965322,2.970391,2.487495,1.359032,0.3073736,7.672976
8183,-1.626147,19.41179,0.1330056,3.794056,-2.399808,11.43818,0.04818884,0.8157544,4.676699,13.88389,-1.766214,-2.887323,16.55094,9.224486,0.3337094,1.222854,0.09553619,15.59042,9.823795,8.053148,4.518097,2.667701,1.028599,0.3859488,9.173476
8184,-2.139174,20.39494,-0.04615545,3.770437,-1.786321,12.09982,-0.8499949,-0.09746348,2.761853,12.42766,-1.649035,-4.417651,18.02888,9.983185,-0.8060623,1.842015,-1.576722,16.33101,8.249236,8.326806,4.79167,4.675078,0.9065867,-0.2638685,11.6681
8185,-0.5724227,21.11104,-0.4715228,4.218773,0.4116189,8.719664,-0.6621124,1.749306,3.775364,14.21205,-1.592287,-2.349152,19.42848,7.496132,0.55664,3.11832,2.094827,12.77635,8.582651,6.263107,3.168935,2.797612,0.4734837,0.06554002,6.740567
8186,-1.347708,20.32337,-1.753283,5.673738,1.183768,9.286643,-1.770299,0.04137523,3.886293,14.15244,-2.479746,-2.083305,19.59221,7.013821,-0.2408601,2.971963,0.7095922,13.96513,8.603941,6.374434,2.22807,2.443186,0.6203215,0.9569767,9.0842
8187,-0.605627,21.04009,-0.7894276,6.000198,-2.711947,11.52898,-0.3558501,0.7723032,2.951934,11.78681,-2.864989,-2.216756,21.13266,8.386697,-2.631088,1.18748,3.285213,17.22134,10.14377,8.479173,4.41047,1.944897,1.28526,0.243238,10.65695
8188,-0.4759996,19.82916,-0.5836376,5.102071,-2.578701,7.304443,-1.676126,1.337313,3.809138,11.64008,-5.439827,-3.621208,21.97224,6.390258,1.170101,3.461804,0.0908839,14.43405,8.875091,6.802935,4.032842,4.394544,-0.2749489,0.8905048,11.11515
8189,-1.347654,17.12474,-1.2136,6.149514,-2.817949,9.453201,-0.7046863,-0.6242325,3.646381,11.47452,-3.058473,-3.964397,18.73891,9.555304,-3.098813,2.888611,2.869152,15.22112,8.859181,4.479791,5.555282,3.698871,0.2627795,-0.8621695,9.888493
8190,-0.3474737,15.95413,-1.066735,6.378876,-3.978473,8.739915,0.0975835,2.003387,3.260542,11.41699,-2.536631,-4.229383,17.528,8.56445,-0.4731692,2.369357,1.254302,16.86274,7.099051,5.021619,3.655296,4.119894,0.8775974,-0.6398844,9.761025
8191,-0.6601541,12.05698,-0.5608047,6.075963,-4.31753,7.645506,-0.1496031,1.18893,2.074943,11.56247,-1.655023,-5.930735,16.48226,6.345714,-1.775976,2.73593,1.719861,15.37394,6.615676,3.495266,5.260561,5.247562,1.331626,-0.7881075,9.309135
8192,0.9630949,12.84085,-0.02777814,7.560143,-2.865892,9.498496,0.7485597,1.234411,3.112258,11.89281,-1.145144,-2.430328,15.47316,7.608449,-1.495139,1.61847,3.394095,15.5107,9.717246,3.931738,5.064067,4.027773,1.635984,-0.6416295,9.723382
8193,-1.690201,13.40987,-0.2970926,5.650952,-2.360682,11.08564,-0.9400303,0.5888406,5.652735,11.88299,-1.272535,-4.925363,13.24555,7.436443,-0.7933442,1.006585,0.3887232,14.21908,8.641872,3.779866,3.420276,3.4684,0.7742464,-0.2666872,10.12354
8194,-2.812568,11.8509,-0.09913622,7.651222,-2.052135,8.653727,-1.059526,-0.1894779,5.525359,12.52172,-2.097742,-4.714327,14.03646,8.193404,-1.589079,1.285275,1.532202,16.17533,9.087383,4.138944,6.055964,4.124314,3.320281,-1.00751,12.16542
8195,-0.1436889,10.95028,0.8561411,7.381057,-2.356726,13.01245,0.5207022,-0.01841278,3.924971,14.84301,-0.8180928,-2.107437,12.15829,6.840495,-0.1520468,2.423285,3.095505,16.15266,10.04929,7.60659,4.387425,2.370781,1.835064,0.7012779,10.07705
8196,-2.103808,10.27693,-1.676604,6.161204,-0.9877329,11.29764,0.2804184,0.9139962,4.163434,15.23725,-0.304269,-3.426918,11.07325,7.069912,-1.686783,1.901907,0.1416856,14.83224,7.584752,7.689566,7.433502,4.692548,1.003071,-1.170008,10.69308
8197,-1.452726,9.601182,0.9994758,6.25836,-0.835601,11.20156,-2.668935,2.244164,4.130417,16.23638,-1.678869,-3.728778,10.11752,5.858483,-0.4562192,1.922858,2.292367,14.78096,8.608251,6.983671,4.225162,3.515517,-0.4947141,-1.591979,10.49319
8198,-0.5023464,9.717362,1.002655,6.867531,-0.7976978,13.42276,-1.166136,0.4874284,4.532269,16.51042,-1.004139,-2.188037,10.23029,8.195708,-0.501845,1.506162,1.599302,16.30872,10.13998,5.979765,5.061789,3.721856,0.1441294,0.7457436,11.24186
8199,-0.1422401,7.703279,1.039279,7.674683,-3.36385,13.79697,-1.142092,0.2357879,4.66923,15.82618,-2.72307,-2.005951,10.60472,7.099543,-0.5741658,1.426301,2.427224,15.08082,9.333177,6.277212,3.291002,2.663651,2.048485,-0.2537627,11.38311
8200,0.2126541,5.810465,-1.223752,7.559884,-3.709246,10.99675,-1.28741,1.844884,3.844373,13.98597,0.6845018,-3.703707,9.703431,5.270223,-0.7325611,1.412752,1.823439,15.71148,8.960249,4.568244,5.015577,4.201255,0.1804767,0.05843562,10.03503
8201,-2.208286,7.186592,-0.05548184,5.636018,-3.603836,10.71686,-1.774278,2.056442,3.261092,15.35792,0.6796887,-0.490129,6.793965,7.758106,0.314486,1.959474,1.558695,15.07443,9.582252,5.669297,3.725302,3.208108,1.401244,3.591218,10.62286
8202,0.8752766,4.911361,-0.2083362,6.348441,-3.058441,11.65497,-0.3949097,-0.07070004,4.897797,14.52876,3.616063,2.98945,9.9408,7.254662,-1.272267,2.421383,1.720401,13.89678,8.962111,5.216744,5.536496,3.886073,2.514338,0.910138,9.610742
8203,-0.4536488,5.566462,-0.9902039,7.389654,-1.432796,12.14758,-1.12291,0.1883711,6.449071,16.60495,11.83417,1.062659,8.861289,5.888579,-1.077527,2.61973,0.2644703,14.83222,10.15589,4.275277,3.007076,4.251098,0.9948577,1.257577,9.080845
8204,0.7941212,6.183655,-0.4100358,7.418975,-2.410661,11.00933,-2.307368,1.544973,4.046309,12.96127,14.5108,3.39493,7.882765,5.469172,-0.8823789,0.5551762,0.3806312,14.89216,9.564829,4.126507,3.098,3.883245,4.239533,0.7725573,9.851316
8205,-0.7558074,4.992519,1.26481,6.585506,-1.185731,11.22145,0.2619446,2.217911,3.873853,13.117,21.92094,7.188589,8.72104,4.39198,-0.5455474,0.8907493,0.3224574,13.56368,9.863924,3.77647,3.814896,3.756581,5.12963,0.1334531,10.72731
8206,-0.06908811,4.713205,1.665479,6.662645,-2.35142,11.85594,1.398252,1.113202,1.6595,10.56313,22.46371,7.595357,6.23725,4.07358,0.3957461,1.824855,1.156939,15.39919,8.371116,5.540904,3.255237,5.959323,5.562542,2.500978,10.69531
8207,0.6464805,3.902759,1.872804,6.739882,-1.614803,11.85918,0.6575486,1.13539,0.4449592,9.166909,20.51477,5.791725,6.023057,5.444133,0.3971142,3.014978,1.486309,15.75117,9.050763,3.91347,2.983685,5.586773,5.697453,1.794921,10.86544
8208,1.06806,3.771122,1.302753,5.287587,-3.108185,10.09217,1.746908,1.120797,1.622858,10.65487,20.40301,5.951765,6.340647,4.885447,0.5860531,1.675951,1.187625,12.63818,10.07715,6.73358,1.937934,2.62171,7.7575,2.904575,8.136453
8209,0.7482835,4.040813,-0.5598083,6.270676,-2.488196,9.523248,-0.6703127,2.618821,3.084601,12.91541,17.30848,3.759523,5.353709,2.738599,0.5082588,1.734985,-0.5716559,12.23323,6.007559,4.189955,2.978654,3.231116,6.331374,1.300879,10.68179
8210,0.2830175,6.098122,-0.5471584,7.757932,-2.626565,10.06874,0.5073873,2.582061,2.933188,11.86287,16.9454,4.882465,5.78096,3.153086,2.00645,0.9180086,-0.6011357,13.00932,11.01651,4.766236,1.816957,3.577985,4.940547,1.696664,9.303028
8211,0.8904562,11.52346,-1.603279,5.596905,-2.139492,8.950911,0.2011567,0.3584653,4.489696,14.43951,15.22541,10.49083,5.40266,3.890487,1.184955,1.774786,-0.02888518,11.94475,9.29685,5.332081,2.805007,1.292222,4.993547,0.7061031,10.04376
8212,-2.843888,14.85325,1.156102,4.866941,-1.387844,10.08892,-0.304314,1.211591,4.459281,14.96362,11.19078,11.94003,9.677237,6.741787,-1.546134,0.852491,1.702214,13.92633,7.769961,6.796124,2.063117,1.156323,2.832095,0.4312682,9.724748
8213,-0.1892896,16.32026,0.1243261,6.551345,-3.180729,10.56262,0.7704242,0.7920031,3.835244,16.08615,10.38936,15.94976,10.36178,5.852269,0.2337223,-0.3123578,2.26941,13.85163,9.05829,6.004193,4.328878,2.849622,1.7793,0.3540697,9.05759
8214,-0.4213457,20.93684,1.105421,7.07402,-0.1959561,8.972939,0.5770904,-0.5607581,2.098438,16.54452,8.759226,14.85282,9.789667,3.683113,-1.674684,0.9358605,2.923452,12.47443,7.011911,3.548147,2.331887,4.574076,4.086952,-0.6925493,9.243321
8215,-0.5622264,22.77655,1.453337,4.312122,-0.759758,10.43025,0.699912,0.1097661,0.4467397,14.5027,7.016539,14.7834,10.60409,6.326406,2.204331,-0.5311809,0.8483492,12.98519,7.716109,3.809325,2.731865,0.5056924,1.316206,0.657674,11.08476
8216,0.0913674,23.50606,0.7256038,4.503917,1.580618,8.288404,-1.202232,0.07754213,3.835045,17.20589,6.86814,11.90393,9.615307,5.474894,0.3228563,-0.853989,1.028307,9.391996,5.938525,3.416145,2.097164,1.814759,0.7907485,-0.2511002,7.620108
8217,0.3908424,21.9291,0.2632697,3.82856,2.54581,8.200175,-1.425829,1.287386,4.046036,17.17476,4.932345,13.41737,9.71614,5.047183,0.9656205,-0.07816771,1.421488,9.153666,4.888425,4.889766,3.318542,1.41419,2.202508,-2.137954,7.367145
8218,-0.2379369,21.4428,1.239433,5.656395,-2.275615,10.69269,-0.2655628,0.2403491,2.644831,15.29332,6.601919,12.26006,11.42272,8.476377,0.171438,0.6637168,0.543812,14.20627,9.140348,3.652461,2.205428,2.983241,1.836418,1.116618,8.403502
8219,-0.7872003,17.6552,-0.3984891,6.548978,-2.517006,11.47995,0.01654721,-2.063457,2.132653,13.5664,5.092973,10.29469,9.747828,7.96636,-1.109085,1.291944,-0.2484437,14.92307,7.54302,3.697081,2.419323,3.17959,0.9586567,0.4690945,10.95043
8220,-2.210765,15.79623,-0.9770178,4.475272,-4.075848,11.87428,-0.5937083,-0.2581047,1.781773,13.35737,4.637083,9.036695,14.43475,7.333937,0.3170621,0.3845831,1.818508,15.41324,10.87914,2.599019,3.008852,4.730871,1.832514,-0.04142372,10.37881
8221,-1.205105,17.20021,0.05342382,5.38574,-1.741665,11.75385,-0.6251826,0.3262344,2.88142,14.57626,5.688523,7.354044,17.4627,6.136908,-1.184295,0.8843586,0.1994835,13.3181,8.69296,6.161624,3.368393,1.696722,2.437785,-1.161901,8.223454
8222,0.5752565,18.60737,0.5797359,5.708848,0.8590655,9.505385,-0.4799815,1.338825,4.738062,16.44129,7.414457,6.231484,20.06995,4.538824,1.056246,1.75729,1.774409,11.32215,6.62251,4.408781,2.699296,2.090878,1.712062,1.48582,8.330127
8223,0.2417021,16.2497,-0.06351269,2.340763,2.145528,7.637238,-0.7335846,1.382722,7.582209,17.27786,5.807733,6.974183,20.12374,2.257647,1.901782,0.9573602,1.502178,10.0805,6.513833,2.585712,2.945774,2.069474,-0.1168674,0.9910942,7.985779
8224,0.30817,15.29282,-0.7488274,6.210687,0.08688479,8.878861,-0.687488,1.385262,5.108665,16.26062,6.46927,6.820447,22.07324,4.052226,4.228073,1.114947,-1.151835,10.63525,8.037252,4.371102,3.964729,2.159325,1.154083,1.017581,7.765048
8225,1.23416,15.33138,-1.047005,7.087875,-0.2244888,10.01963,-0.3889833,0.1880362,5.387739,15.23686,6.641634,4.46861,21.93426,3.767344,1.643578,1.763446,1.846637,11.08612,6.672821,3.847151,1.63683,2.671181,2.831249,1.4727,6.583059
8226,-0.007272866,13.41097,0.2875283,4.804153,-2.07714,9.587864,0.3168611,2.320965,2.611073,15.29574,5.177172,5.204966,21.67997,3.848167,-0.5352327,1.136154,0.3126251,12.09151,6.965775,3.695709,2.083613,4.161186,3.197628,-1.443435,8.55167
8227,-0.2146862,14.34852,0.5987709,5.772073,-0.2053397,8.840621,-1.824531,1.63201,3.256943,14.74463,6.65346,5.988594,20.59373,4.065286,2.42452,2.265632,0.4294217,11.3189,7.553825,4.403746,1.113495,3.79321,3.48692,-0.2073803,7.763768
8228,0.4811752,10.9917,-0.02901618,5.920053,-4.324124,11.01361,0.3683888,0.1816672,3.379909,13.24508,6.708017,1.626679,20.41086,5.719915,1.176626,1.972709,-0.5145257,15.24411,10.39026,3.508066,2.895868,5.008475,5.045481,0.1398355,9.649587
8229,-1.401447,12.77623,0.6714063,5.091156,-2.47421,10.76212,2.71652,1.477885,3.740891,12.88608,4.803989,6.765317,19.15031,5.478014,0.6810716,3.579913,2.373808,13.56018,8.469575,3.663514,2.558838,4.017076,7.008417,-0.4193757,10.0922
8230,-0.4083143,10.31466,-0.503876,4.700717,-2.767023,10.57616,2.671632,0.7639624,3.514829,13.29636,6.514476,8.974999,17.59665,7.182347,1.523225,2.401969,1.092417,13.43642,9.247138,5.592604,-0.04978741,2.339199,6.197721,1.605597,9.760253
8231,-0.8682666,9.237899,0.4026931,6.513454,-2.789295,11.75075,3.153608,0.01152762,3.725534,12.99245,4.807157,10.04704,16.72894,5.856262,1.660134,6.038898,0.9648259,12.42274,9.199185,4.376672,3.727648,3.038074,4.897468,0.5212519,10.51195
8232,0.5315228,7.961941,2.341138,6.706221,-3.566326,10.79375,1.134585,-0.01665037,4.052056,12.31973,5.978203,10.35531,14.49403,6.725875,0.290297,4.006783,-0.6314893,15.32523,8.617724,3.946128,4.07438,4.072536,7.299362,0.4738521,10.46776
8233,-1.248904,10.05525,0.7172376,7.510246,-1.67531,10.30322,2.569878,2.139519,3.349779,11.13666,9.420047,9.541426,14.92646,7.773044,0.9483703,8.088125,0.8810676,13.98041,7.500914,3.77189,1.724962,3.116132,6.206874,2.101637,9.747184
8234,-0.4149924,9.096,0.4600674,7.055307,-0.825948,10.21026,0.8358564,-1.12608,2.156579,11.25219,15.998,10.03985,13.16525,6.335187,1.055021,4.93702,-1.19198,13.22929,9.757717,3.241999,4.702032,3.671491,5.830741,1.037294,7.655923
8235,-0.6117803,9.18968,1.576273,6.287864,-0.565789,11.50257,2.865226,-1.559957,0.152759,8.839494,19.39861,7.664645,12.97034,5.588372,2.57922,6.147937,1.392098,13.95436,9.50335,3.846691,4.860999,2.282846,6.0139,1.181815,10.13066
8236,1.76781,6.967272,-0.5457645,5.147021,-0.6623865,9.514206,2.533011,1.527368,1.690804,12.76048,17.85523,8.305373,13.1894,4.538465,0.3980333,3.729625,-0.9766524,11.33359,7.640966,2.736638,2.589983,3.403763,6.680877,2.01896,8.549751
8237,0.761637,6.863274,-0.443039,5.084727,0.01086001,9.009647,1.470625,0.8296885,3.761896,12.5942,15.99426,10.03163,13.32134,4.14625,1.710234,1.946689,0.9038414,11.14458,7.783087,5.395205,2.384991,1.323598,9.624486,1.238789,8.201427
8238,-0.02613427,7.936897,-1.412635,4.621848,-0.6896757,8.438972,1.8208,1.304036,4.629683,11.83975,13.98357,7.706471,11.90811,4.677004,2.645378,1.832711,-1.556519,11.08602,6.685264,3.557134,2.744485,2.048146,8.14967,1.263072,8.762237
8239,1.666167,6.712828,-1.145518,5.263863,-1.926967,8.783222,0.9858692,1.656087,6.223035,13.53441,11.83024,6.913306,9.856564,4.00522,1.450952,4.100929,-0.6734058,12.13027,6.783614,2.913568,3.623281,2.496356,7.091387,1.217376,9.600105
8240,1.461789,6.520675,1.118675,6.117539,-3.269905,9.953609,1.161653,1.131195,3.328864,11.43196,13.63064,4.719048,9.231082,6.020207,1.367643,5.613305,0.966206,13.77795,7.621035,4.19181,2.795361,3.323589,8.354063,2.241486,8.906457
8241,-0.01680076,8.691056,0.1428034,5.682923,-1.464273,7.373778,-0.01205824,1.407967,4.802845,13.68926,9.673848,4.021144,7.944938,4.971017,2.324765,2.7143,0.648733,12.78961,8.651581,3.683385,2.995749,3.680866,7.081038,-0.6379852,10.95947
8242,1.565154,9.648512,0.2858995,5.032536,-2.530246,10.78051,0.5250916,2.053341,3.907551,12.0302,9.207862,4.981168,9.980584,5.602372,1.927894,3.5063,-0.8686301,13.18351,6.389956,3.971961,1.630211,0.8887864,4.051804,-0.124139,8.176733
8243,1.0545,12.58862,-0.6749443,6.593609,0.1638049,11.33549,1.2657,-0.003933743,4.487748,11.82425,7.142416,2.994991,9.860044,5.723945,2.04126,2.615088,-0.1893881,12.45187,7.066667,4.463519,1.548125,1.097786,4.313066,1.314478,8.315859
8244,-0.9971932,18.74742,1.143994,5.547319,-1.630454,11.56094,2.45022,0.1801544,3.353369,13.36521,6.536424,1.100426,9.388726,10.16409,2.412167,0.8926423,-0.8551955,12.44742,9.49601,4.664529,2.38744,2.094792,4.491121,1.207339,9.404741
8245,0.4934348,20.37167,-0.2246875,7.234286,-1.258756,9.167426,4.650365,0.9391752,2.876987,15.47045,4.473361,1.906717,8.227636,8.27995,2.613715,2.588329,-0.09627227,14.31662,8.048794,4.342478,4.711035,2.457169,4.397167,-0.575324,8.302619
8246,-2.603071,24.23557,-1.688455,1.857455,-0.8691079,8.955675,-0.1968011,-0.4796302,3.893041,15.04776,4.420309,-0.2573507,7.546711,7.848814,2.459642,1.309198,1.028666,13.02339,8.729445,3.65061,4.578869,1.345368,2.502068,-1.199922,7.39612
8247,0.1246454,27.27471,-1.308499,3.439191,1.845078,8.764827,3.159807,-2.922812,4.327423,15.06985,2.523304,0.3633762,6.681927,7.772878,3.098631,0.1866586,1.074934,9.644568,7.122437,4.439384,2.78353,-0.2691293,2.418666,-1.516141,8.074518
8248,1.407403,24.37505,-0.6515709,4.612082,0.3572631,7.575809,1.35415,0.4334089,2.264147,14.32594,1.484978,0.117402,6.429551,8.683472,0.8994626,0.9837219,0.3333571,9.99319,6.641201,3.71568,1.902406,1.634121,1.682582,-1.192259,6.418973
8249,-0.1685729,29.65292,-1.921026,5.31173,-2.369218,8.669741,2.795976,-1.760837,4.728529,14.15768,0.6448863,0.6351711,3.626067,12.75044,0.7158636,-0.201958,0.04061815,13.08486,6.626318,3.957455,3.673964,3.133083,2.510322,-2.375828,8.660527
8250,-1.187727,30.46,-0.247905,4.991894,-1.682173,9.472291,-0.8220665,-0.2567186,4.476541,13.96099,-0.5820501,-2.139115,3.146247,9.793542,0.7604819,-0.3232064,-1.41218,12.17231,7.723214,6.726058,1.990942,1.7611,2.721859,-0.6156844,7.227237
8251,-1.085995,29.96949,-1.038113,4.28988,-1.750827,8.615705,1.999054,-0.32117,5.189703,14.30664,0.9658614,-1.458375,3.391411,8.911066,-1.059881,1.428189,1.940317,13.25128,6.733024,4.798017,2.860438,3.05422,2.873382,-2.307276,8.872285
8252,1.14683,32.73056,-1.693813,5.174683,-0.7015806,10.12554,2.405991,-0.3825903,4.450805,14.40383,-1.379383,0.08001199,2.466845,10.29816,2.146521,0.6757895,-0.1918129,11.82306,6.496313,5.779852,1.565554,2.621565,2.634073,-0.6157084,8.098963
8253,-1.398788,31.63488,-0.1474502,3.245067,0.01529271,9.14359,0.9216889,-1.700629,4.961875,13.63897,0.6307955,1.220509,3.923975,11.14041,2.387269,1.065423,-1.122314,14.136,9.183062,3.845926,1.743877,5.869805,1.516089,-0.4754786,9.748771
8254,-0.8735118,32.69744,-1.060121,4.109525,3.239363,8.553459,2.472995,-1.605392,3.449099,15.37343,1.331254,3.37415,2.66079,9.986261,-0.2714196,0.8668417,-0.1760104,10.7068,5.118988,2.192463,0.8616807,3.261626,0.09557628,-0.1565031,7.614171
8255,-1.652872,31.39854,-0.2767811,2.954151,1.379138,7.728113,1.076187,-1.554991,3.394196,15.50293,1.529296,1.556396,3.707605,9.641561,1.187786,0.9438929,-1.177522,11.98246,5.483541,4.40011,2.818167,2.017599,1.874526,2.405365,7.640582
8256,-0.168189,27.48775,-0.8678963,3.453199,0.8365306,7.9441,3.673862,-2.444353,4.26109,15.82491,0.1161249,1.955316,2.077218,8.985866,-0.7409196,1.799497,0.1653634,12.17999,6.368477,3.952186,2.249866,3.272778,2.068394,-0.2545269,9.282971
8257,0.2343514,25.42579,0.361228,3.059333,-0.244556,9.116361,1.672289,-1.999139,1.919071,11.95129,2.372744,1.810227,4.300224,9.262368,-1.714055,1.055813,1.958604,13.98343,6.041027,4.125896,1.646547,3.449535,2.517668,1.03746,9.569577
8258,-2.192831,24.94888,8.250834,5.784633,0.6296501,9.139737,2.369131,-0.5653467,1.00991,13.15035,1.766644,1.740338,0.8379145,8.90666,-0.005205192,0.8165942,0.6135081,13.75071,6.659049,3.656717,2.18785,4.467116,2.000594,-0.1423424,10.48212
8259,-0.8457132,22.31681,6.121245,4.258,-0.2939371,8.269796,-0.06155795,-1.384123,3.598557,13.27073,1.850159,2.143104,0.853827,9.210238,0.8399576,-0.4293844,-0.8492976,12.79712,6.25938,2.098212,2.817008,2.765003,2.66216,-0.3828506,9.310332
8260,-0.7187847,20.87772,4.085374,5.691947,-0.5074488,8.818091,0.3055799,-1.622841,2.566332,13.65846,7.871547,2.037417,3.166415,8.46672,0.9697953,1.41992,-0.2765903,14.07566,5.831311,3.177866,2.153818,2.437074,0.7940055,-1.421841,9.564415
8261,-0.6108711,21.79647,0.8087705,5.60674,-0.6772863,8.340677,-0.8423155,-0.3483949,4.003704,13.85961,6.221358,0.663289,4.371285,7.827101,0.605728,2.774006,0.8001537,11.84856,6.279997,2.600016,1.931919,1.520567,1.547652,-0.9916094,7.365184
8262,1.473554,21.32738,0.2617532,5.109179,0.6608997,9.134667,0.9427167,0.4888317,5.65561,15.79288,5.866786,0.01624846,5.934485,7.559216,-0.02963008,2.303252,0.4388679,11.54909,7.057993,1.148563,1.107882,-0.4402673,1.506539,-0.6447423,6.463737
8263,2.666364,20.8356,2.967031,6.926013,-0.5299317,10.47374,0.3629994,1.518799,6.794137,16.40382,3.545085,0.7018753,7.146842,8.151049,3.074812,1.474865,-0.9654694,11.30618,7.171533,2.120711,1.483562,1.909038,1.771592,-1.480841,8.425416
8264,-0.6174912,18.69614,2.69257,7.808042,-1.544207,9.45057,1.848941,-0.2198219,4.917098,14.00356,3.213436,0.6579432,4.301191,6.435345,0.4134233,1.640317,-1.335679,13.08435,9.407766,0.3155198,2.935783,0.6199538,0.7031906,-0.9362376,9.33267
8265,0.5574299,16.8658,1.141715,7.769254,-1.887206,11.93006,1.359582,1.126612,6.372027,14.49363,2.147302,-0.0744353,4.413416,6.904764,1.781432,0.3684348,-1.109423,13.57165,9.098901,3.444046,3.050328,1.445154,3.051648,0.2083444,10.6558
8266,0.08670554,14.86676,0.6536335,7.413073,-2.513566,13.05138,0.4788547,-0.1608166,2.217604,12.4283,2.678966,1.3544,4.753155,7.934695,-1.066241,1.073968,0.06432312,14.93632,8.756728,4.706282,1.51104,3.078962,2.010321,-0.9771065,9.786211
